qid	pid	score
Q14334	C14715	1
Q14335	C14716	1
Q14337	C14718	1
Q14338	C14719	1
Q14339	C14720	1
Q14340	C14721	1
Q14341	C14722	1
Q14342	C14723	1
Q14343	C14724	1
Q14344	C14725	1
Q14345	C14726	1
Q14346	C14727	1
Q14347	C14728	1
Q14348	C14729	1
Q14349	C14731	1
Q14350	C14732	1
Q14351	C14733	1
Q14352	C14734	1
Q14353	C13662	1
Q14355	C14736	1
Q14356	C14737	1
Q14357	C14738	1
Q14358	C14739	1
Q14359	C14740	1
Q14360	C14741	1
Q14361	C14742	1
Q14362	C14743	1
Q14363	C13342	1
Q14364	C14744	1
Q14365	C14745	1
Q14367	C14747	1
Q14368	C14748	1
Q14369	C14749	1
Q14370	C14750	1
Q14371	C14751	1
Q14372	C14752	1
Q14373	C14753	1
Q14374	C14754	1
Q14375	C14755	1
Q14376	C14756	1
Q14377	C14757	1
Q14379	C14759	1
Q14380	C14761	1
Q14382	C14763	1
Q14383	C14764	1
Q14384	C14765	1
Q14385	C14766	1
Q14386	C14767	1
Q14387	C14768	1
Q14388	C14769	1
Q14389	C14770	1
Q14390	C14771	1
Q14391	C14772	1
Q14393	C14774	1
Q14395	C14776	1
Q14396	C14778	1
Q14397	C14779	1
Q14398	C14780	1
Q14399	C14781	1
Q14400	C14782	1
Q14401	C14783	1
Q14402	C14786	1
Q14403	C14572	1
Q14404	C14787	1
Q14405	C14788	1
Q14406	C14789	1
Q14407	C14790	1
Q14408	C14791	1
Q14409	C14792	1
Q14410	C14793	1
Q14411	C14794	1
Q14412	C14795	1
Q14413	C14797	1
Q14416	C14801	1
Q14417	C14802	1
Q14418	C14803	1
Q14419	C14804	1
Q14420	C14805	1
Q14421	C14806	1
Q14422	C14807	1
Q14424	C14809	1
Q14426	C14811	1
Q14427	C14812	1
Q14429	C14814	1
Q14430	C14815	1
Q14431	C14816	1
Q14432	C14817	1
Q14433	C14818	1
Q14434	C14819	1
Q14435	C14820	1
Q14436	C14822	1
Q14437	C14823	1
Q14438	C14824	1
Q14439	C14826	1
Q14440	C14827	1
Q14441	C14828	1
Q14442	C14829	1
Q14443	C14830	1
Q14444	C14832	1
Q14445	C14833	1
Q14446	C14834	1
Q14447	C14835	1
Q14448	C14836	1
Q14449	C14837	1
Q14450	C14838	1
Q14452	C14840	1
Q14453	C14841	1
Q14454	C14842	1
Q14455	C14843	1
Q14457	C14845	1
Q14458	C14846	1
Q14459	C14847	1
Q14460	C14848	1
Q14461	C14849	1
Q14462	C14850	1
Q14463	C14851	1
Q14464	C14852	1
Q14465	C14853	1
Q14466	C14854	1
Q14467	C14855	1
Q14468	C14856	1
Q14469	C14857	1
Q14470	C14858	1
Q14471	C14859	1
Q14472	C14860	1
Q14473	C14861	1
Q14474	C14862	1
Q14475	C14863	1
Q14476	C14864	1
Q14477	C14865	1
Q14478	C14866	1
Q14480	C14868	1
Q14481	C14869	1
Q14482	C14870	1
Q14483	C14871	1
Q14484	C14872	1
Q14485	C14873	1
Q14486	C14874	1
Q14487	C14875	1
Q14489	C14878	1
Q14490	C14879	1
Q14491	C14880	1
Q14492	C14881	1
Q14493	C14882	1
Q14494	C14883	1
Q14495	C14884	1
Q14496	C14885	1
Q14497	C14886	1
Q14499	C14888	1
Q14500	C14889	1
Q14501	C14890	1
Q14503	C14892	1
Q14504	C14893	1
Q14505	C14894	1
Q14506	C14895	1
Q14507	C14897	1
Q14508	C14898	1
Q14509	C14899	1
Q14510	C14900	1
Q14511	C14901	1
Q14513	C14903	1
Q14514	C14904	1
Q14515	C14905	1
Q14516	C14261	1
Q14517	C14906	1
Q14518	C14907	1
Q14520	C14909	1
Q14522	C14911	1
Q14523	C14912	1
Q14524	C14913	1
Q14525	C14914	1
Q14526	C14915	1
Q14527	C14916	1
Q14528	C14917	1
Q14530	C14919	1
Q14532	C14921	1
Q14533	C14922	1
Q14534	C14923	1
Q14535	C14924	1
Q14536	C14925	1
Q14538	C14927	1
Q14539	C14928	1
Q14541	C14930	1
Q14542	C14931	1
Q14543	C14932	1
Q14544	C14933	1
Q14545	C14934	1
Q14547	C14937	1
Q14548	C14938	1
Q14549	C14939	1
Q14550	C14940	1
Q14551	C14941	1
Q14552	C14942	1
Q14553	C14943	1
Q14554	C14944	1
Q14555	C14945	1
Q14557	C14946	1
Q14559	C14948	1
Q14560	C14949	1
Q14561	C14950	1
Q14562	C14951	1
Q14563	C14952	1
Q14564	C14953	1
Q14565	C14954	1
Q14566	C14955	1
Q14567	C14956	1
Q14568	C14957	1
Q14569	C14958	1
Q14571	C14960	1
Q14572	C14961	1
Q14573	C14962	1
Q14574	C14963	1
Q14575	C14964	1
Q14576	C14965	1
Q14577	C14966	1
Q14578	C14967	1
Q14579	C14968	1
Q14580	C14969	1
Q14581	C14970	1
Q14582	C14971	1
Q14583	C14972	1
Q14584	C14973	1
Q14585	C14974	1
Q14587	C14976	1
Q14588	C14977	1
Q14589	C14978	1
Q14590	C14979	1
Q14591	C14980	1
Q14592	C14981	1
Q14593	C14982	1
Q14594	C14983	1
Q14595	C14984	1
Q14596	C14985	1
Q14597	C14986	1
Q14598	C14987	1
Q14599	C14988	1
Q14600	C14989	1
Q14601	C11255	1
Q14602	C14990	1
Q14603	C14991	1
Q14604	C14993	1
Q14605	C14994	1
Q14606	C14995	1
Q14607	C14996	1
Q14608	C14997	1
Q14609	C14998	1
Q14610	C14999	1
Q14611	C15000	1
Q14612	C15001	1
Q14613	C15002	1
Q14614	C15003	1
Q14615	C15004	1
Q14616	C15005	1
Q14618	C15007	1
Q14619	C15009	1
Q14620	C15010	1
Q14621	C15011	1
Q14622	C15012	1
Q14625	C15015	1
Q14626	C15016	1
Q14627	C15017	1
Q14628	C15018	1
Q14629	C15019	1
Q14630	C15020	1
Q14631	C15021	1
Q14632	C15022	1
Q14633	C15023	1
Q14634	C15024	1
Q14635	C15025	1
Q14636	C15026	1
Q14637	C15027	1
Q14638	C15028	1
Q14639	C15029	1
Q14640	C15030	1
Q14641	C15031	1
Q14642	C15032	1
Q14644	C15034	1
Q14645	C15035	1
Q14646	C15036	1
Q14647	C15037	1
Q14648	C15038	1
Q14649	C15039	1
Q14650	C15040	1
Q14651	C15041	1
Q14652	C15042	1
Q14653	C15043	1
Q14654	C15044	1
Q14655	C15045	1
Q14656	C15046	1
Q14657	C15047	1
Q14658	C15048	1
Q14659	C15049	1
Q14660	C15050	1
Q14661	C15051	1
Q14662	C15052	1
Q14663	C15053	1
Q14664	C15054	1
Q14665	C15055	1
Q14666	C15056	1
Q14667	C15057	1
Q14668	C15058	1
Q14669	C15059	1
Q14670	C15060	1
Q14671	C15061	1
Q14672	C15062	1
Q14673	C15063	1
Q14674	C15064	1
Q14675	C15065	1
Q14677	C15067	1
Q14678	C15068	1
Q14679	C15069	1
Q14680	C15070	1
Q14682	C15072	1
Q14683	C15073	1
Q14684	C15074	1
Q14686	C15076	1
Q14687	C15077	1
Q14688	C15078	1
Q14689	C15079	1
Q14690	C15080	1
Q14691	C15081	1
Q14693	C15083	1
Q14694	C15084	1
Q14695	C15085	1
Q14696	C15086	1
Q14697	C15087	1
Q14698	C15088	1
Q14699	C15089	1
Q14700	C15090	1
Q14701	C15091	1
Q14702	C15092	1
Q14703	C15093	1
Q14704	C15094	1
Q14705	C15096	1
Q14706	C15097	1
Q14707	C15098	1
Q14708	C15099	1
Q14709	C15100	1
Q14711	C15102	1
Q14712	C15103	1
Q14713	C15104	1
Q14714	C15105	1
Q14715	C15106	1
Q14716	C15107	1
Q14717	C15109	1
Q14718	C15110	1
Q14719	C15111	1
Q14720	C15113	1
Q14721	C15114	1
Q14722	C15115	1
Q14723	C15116	1
Q14724	C15117	1
Q14725	C15118	1
Q14726	C15119	1
Q14727	C15120	1
Q14728	C15121	1
Q14729	C15122	1
Q14730	C15123	1
Q14731	C15124	1
Q14732	C15125	1
Q14733	C15126	1
Q14735	C15128	1
Q14737	C15132	1
Q14738	C15134	1
Q14739	C15135	1
Q14740	C15136	1
Q14741	C15137	1
Q14742	C15138	1
Q14743	C15139	1
Q14744	C15140	1
Q14745	C15141	1
Q14746	C15142	1
Q14747	C15143	1
Q14748	C15144	1
Q14749	C15145	1
Q14750	C15146	1
Q14751	C15147	1
Q14752	C15148	1
Q14753	C15149	1
Q14754	C15150	1
Q14755	C15151	1
Q14756	C15152	1
Q14757	C15153	1
Q14758	C15154	1
Q14760	C15156	1
Q14761	C15157	1
Q14762	C15158	1
Q14763	C15159	1
Q14764	C15160	1
Q14765	C15161	1
Q14766	C15162	1
Q14767	C15163	1
Q14768	C15164	1
Q14769	C15165	1
Q14770	C15166	1
Q14771	C15167	1
Q14772	C15168	1
Q14773	C15169	1
Q14774	C15170	1
Q14775	C15171	1
Q14777	C15173	1
Q14778	C15174	1
Q14779	C15175	1
Q14780	C15176	1
Q14781	C15177	1
Q14782	C15178	1
Q14783	C15179	1
Q14784	C15180	1
Q14785	C15182	1
Q14786	C15183	1
Q14787	C15184	1
Q14788	C15185	1
Q14789	C15186	1
Q14791	C15188	1
Q14792	C15189	1
Q14793	C15190	1
Q14794	C15191	1
Q14796	C15194	1
Q14797	C15195	1
Q14798	C15196	1
Q14799	C15197	1
Q14800	C15198	1
Q14801	C15199	1
Q14802	C15200	1
Q14804	C15202	1
Q14805	C15203	1
Q14806	C15204	1
Q14807	C15205	1
Q14808	C15206	1
Q14809	C15207	1
Q14810	C15208	1
Q14812	C15211	1
Q14813	C15212	1
Q14814	C15213	1
Q14815	C15214	1
Q14817	C15216	1
Q14818	C15217	1
Q14819	C15218	1
Q14820	C15219	1
Q14821	C15220	1
Q14822	C15221	1
Q14823	C15222	1
Q14824	C15223	1
Q14825	C15224	1
Q14826	C15225	1
Q14827	C15226	1
Q14828	C15227	1
Q14829	C15228	1
Q14830	C15229	1
Q14831	C15231	1
Q14832	C15232	1
Q14833	C15233	1
Q14834	C15234	1
Q14835	C15235	1
Q14836	C15236	1
Q14838	C15238	1
Q14839	C15239	1
Q14841	C15241	1
Q14842	C15242	1
Q14843	C15243	1
Q14844	C15244	1
Q14845	C15245	1
Q14846	C15246	1
Q14847	C15247	1
Q14848	C15248	1
Q14849	C15249	1
Q14850	C15250	1
Q14851	C15252	1
Q14852	C15253	1
Q14853	C15254	1
Q14854	C15255	1
Q14855	C15256	1
Q14856	C15257	1
Q14857	C15258	1
Q14858	C15259	1
Q14859	C15260	1
Q14860	C15261	1
Q14861	C15262	1
Q14862	C15263	1
Q14863	C15264	1
Q14864	C15265	1
Q14865	C15266	1
Q14866	C15267	1
Q14867	C15268	1
Q14868	C15269	1
Q14869	C15270	1
Q14870	C15271	1
Q14871	C15272	1
Q14872	C15273	1
Q14873	C15274	1
Q14874	C15275	1
Q14875	C15276	1
Q14877	C15279	1
Q14880	C15282	1
Q14882	C15284	1
Q14883	C15285	1
Q14884	C15286	1
Q14885	C12952	1
Q14886	C15287	1
Q14888	C15289	1
Q14889	C15290	1
Q14890	C15291	1
Q14891	C15292	1
Q14892	C15293	1
Q14893	C15294	1
Q14894	C15295	1
Q14895	C15296	1
Q14896	C15298	1
Q14897	C15299	1
Q14898	C15300	1
Q14900	C15302	1
Q14901	C15303	1
Q14902	C15304	1
Q14903	C15305	1
Q14904	C15306	1
Q14905	C15307	1
Q14906	C15308	1
Q14907	C15309	1
Q14908	C15310	1
Q14909	C15311	1
Q14910	C15312	1
Q14911	C15313	1
Q14912	C15314	1
Q14913	C15315	1
Q14914	C15316	1
Q14915	C15317	1
Q14916	C15318	1
Q14917	C15320	1
Q14918	C15321	1
Q14919	C15322	1
Q14921	C15324	1
Q14922	C15325	1
Q14923	C15326	1
Q14924	C15327	1
Q14925	C15328	1
Q14926	C15329	1
Q14927	C15330	1
Q14928	C15331	1
Q14929	C15332	1
Q14930	C15333	1
Q14931	C15334	1
Q14932	C15335	1
Q14933	C15336	1
Q14934	C15337	1
Q14935	C15338	1
Q14936	C15340	1
Q14939	C15343	1
Q14940	C15344	1
Q14941	C15345	1
Q14942	C15346	1
Q14943	C15347	1
Q14945	C15349	1
Q14946	C15350	1
Q14947	C15351	1
Q14948	C15352	1
Q14949	C15353	1
Q14950	C15354	1
Q14951	C15355	1
Q14952	C15356	1
Q14953	C15357	1
Q14954	C15358	1
Q14956	C15360	1
Q14957	C15361	1
Q14958	C15362	1
Q14959	C15363	1
Q14961	C15365	1
Q14962	C15366	1
Q14963	C15367	1
Q14964	C15368	1
Q14965	C15369	1
Q14966	C15370	1
Q14967	C15371	1
Q14968	C15372	1
Q14969	C15373	1
Q14970	C15374	1
Q14971	C15375	1
Q14972	C15376	1
Q14973	C15377	1
Q14974	C15378	1
Q14975	C15379	1
Q14976	C15380	1
Q14977	C15381	1
Q14978	C15382	1
Q14979	C15383	1
Q14980	C15384	1
Q14981	C15385	1
Q14982	C15386	1
Q14983	C15388	1
Q14984	C15389	1
Q14985	C15391	1
Q14986	C15392	1
Q14987	C15393	1
Q14988	C15394	1
Q14989	C15395	1
Q14990	C15396	1
Q14991	C15397	1
Q14994	C15400	1
Q14995	C15401	1
Q14996	C15402	1
Q14997	C15403	1
Q14998	C15404	1
Q14999	C15405	1
Q15000	C15406	1
Q15001	C15407	1
Q15002	C15409	1
Q15005	C15412	1
Q15006	C15413	1
Q15007	C15414	1
Q15008	C15415	1
Q15009	C15416	1
Q15010	C15418	1
Q15011	C15419	1
Q15012	C15420	1
Q15013	C15421	1
Q15014	C15422	1
Q15015	C15423	1
Q15016	C15424	1
Q15017	C15425	1
Q15018	C15426	1
Q15019	C15427	1
Q15020	C15428	1
Q15022	C15430	1
Q15023	C15431	1
Q15024	C15432	1
Q15025	C15433	1
Q15026	C15434	1
Q15027	C15435	1
Q15028	C15436	1
Q15029	C15437	1
Q15030	C15438	1
Q15032	C15440	1
Q15033	C15441	1
Q15034	C15442	1
Q15035	C15443	1
Q15036	C15444	1
Q15037	C15445	1
Q15038	C15446	1
Q15039	C15447	1
Q15040	C15448	1
Q15041	C6688	1
Q15042	C15449	1
Q15043	C15450	1
Q15044	C15451	1
Q15045	C15452	1
Q15046	C15453	1
Q15047	C15454	1
Q15048	C15455	1
Q15049	C15456	1
Q15050	C15457	1
Q15051	C15458	1
Q15052	C15459	1
Q15053	C15460	1
Q15054	C15461	1
Q15055	C15463	1
Q15056	C15464	1
Q15057	C15465	1
Q15059	C15467	1
Q15060	C15468	1
Q15061	C15469	1
Q15062	C15470	1
Q15063	C15471	1
Q15065	C15473	1
Q15066	C15474	1
Q15067	C15475	1
Q15068	C15476	1
Q15069	C15477	1
Q15070	C15478	1
Q15071	C15479	1
Q15072	C15480	1
Q15073	C15481	1
Q15074	C15482	1
Q15075	C15483	1
Q15076	C15484	1
Q15078	C15487	1
Q15079	C15488	1
Q15080	C15489	1
Q15081	C15490	1
Q15082	C15491	1
Q15083	C15492	1
Q15084	C15493	1
Q15085	C15494	1
Q15086	C15495	1
Q15087	C15497	1
Q15088	C15498	1
Q15089	C15499	1
Q15090	C15500	1
Q15091	C15501	1
Q15092	C15502	1
Q15094	C15504	1
Q15097	C15507	1
Q15098	C15508	1
Q15099	C15510	1
Q15101	C15512	1
Q15102	C15513	1
Q15103	C15514	1
Q15104	C15515	1
Q15106	C15517	1
Q15107	C15518	1
Q15108	C15519	1
Q15109	C15520	1
Q15110	C15521	1
Q15111	C15522	1
Q15113	C15524	1
Q15114	C15525	1
Q15116	C15527	1
Q15117	C15528	1
Q15118	C15529	1
Q15119	C15530	1
Q15120	C15531	1
Q15121	C15532	1
Q15122	C15533	1
Q15123	C15534	1
Q15124	C15535	1
Q15125	C15536	1
Q15127	C15538	1
Q15128	C15539	1
Q15129	C15540	1
Q15130	C15541	1
Q15131	C15542	1
Q15132	C15543	1
Q15133	C15544	1
Q15134	C15545	1
Q15135	C15546	1
Q15136	C15547	1
Q15137	C15548	1
Q15138	C15549	1
Q15139	C15550	1
Q15140	C15551	1
Q15141	C15552	1
Q15142	C15553	1
Q15144	C15555	1
Q15145	C15556	1
Q15146	C15557	1
Q15147	C15559	1
Q15148	C15560	1
Q15150	C15562	1
Q15151	C15563	1
Q15152	C15564	1
Q15153	C15565	1
Q15154	C15566	1
Q15155	C15567	1
Q15156	C15568	1
Q15157	C15569	1
Q15158	C15570	1
Q15159	C15571	1
Q15160	C15572	1
Q15161	C15573	1
Q15162	C15574	1
Q15163	C15575	1
Q15164	C15576	1
Q15165	C15577	1
Q15167	C15579	1
Q15168	C15580	1
Q15169	C15581	1
Q15170	C15582	1
Q15171	C15583	1
Q15172	C15584	1
Q15173	C15585	1
Q15174	C15586	1
Q15175	C15587	1
Q15176	C15589	1
Q15177	C15590	1
Q15178	C15591	1
Q15179	C15592	1
Q15180	C15593	1
Q15181	C15595	1
Q15182	C15596	1
Q15184	C15598	1
Q15185	C15599	1
Q15186	C15600	1
Q15187	C15601	1
Q15188	C15602	1
Q15189	C15603	1
Q15191	C15605	1
Q15192	C15606	1
Q15194	C15608	1
Q15195	C15609	1
Q15197	C15611	1
Q15199	C15614	1
Q15200	C15615	1
Q15201	C15616	1
Q15203	C15618	1
Q15204	C15619	1
Q15205	C15620	1
Q15206	C15621	1
Q15207	C15622	1
Q15208	C15623	1
Q15210	C15625	1
Q15211	C15626	1
Q15212	C15627	1
Q15213	C15628	1
Q15214	C15629	1
Q15215	C15630	1
Q15216	C15631	1
Q15217	C15632	1
Q15218	C15633	1
Q15219	C15634	1
Q15220	C15635	1
Q15221	C15636	1
Q15222	C15637	1
Q15223	C15638	1
Q15224	C15639	1
Q15225	C15640	1
Q15226	C15641	1
Q15227	C15642	1
Q15228	C15644	1
Q15229	C15645	1
Q15230	C15646	1
Q15231	C15649	1
Q15232	C15648	1
Q15233	C15650	1
Q15234	C15651	1
Q15235	C15652	1
Q15236	C15653	1
Q15237	C15655	1
Q15238	C15656	1
Q15239	C15657	1
Q15240	C15658	1
Q15241	C15659	1
Q15242	C15660	1
Q15243	C15661	1
Q15244	C15662	1
Q15245	C15663	1
Q15246	C15664	1
Q15247	C15665	1
Q15249	C15667	1
Q15250	C15668	1
Q15251	C15669	1
Q15252	C15670	1
Q15253	C15671	1
Q15254	C15672	1
Q15255	C15673	1
Q15256	C15674	1
Q15257	C15675	1
Q15258	C15676	1
Q15259	C15677	1
Q15260	C15678	1
Q15261	C15679	1
Q15262	C15680	1
Q15263	C15681	1
Q15264	C15682	1
Q15265	C15683	1
Q15267	C15685	1
Q15268	C15686	1
Q15269	C15687	1
Q15270	C15688	1
Q15272	C15690	1
Q15273	C15691	1
Q15274	C15692	1
Q15275	C15693	1
Q15276	C15694	1
Q15277	C15695	1
Q15279	C15697	1
Q15280	C15698	1
Q15281	C15699	1
Q15282	C15700	1
Q15283	C15701	1
Q15284	C15702	1
Q15285	C15703	1
Q15286	C15704	1
Q15287	C15705	1
Q15288	C15706	1
Q15289	C15027	1
Q15290	C15707	1
Q15291	C15708	1
Q15292	C15709	1
Q15293	C15710	1
Q15294	C15711	1
Q15295	C15712	1
Q15296	C15713	1
Q15297	C15714	1
Q15298	C15715	1
Q15299	C15716	1
Q15302	C15719	1
Q15303	C15720	1
Q15304	C15721	1
Q15305	C15722	1
Q15306	C15723	1
Q15307	C15724	1
Q15309	C15726	1
Q15310	C15727	1
Q15311	C15728	1
Q15312	C15729	1
Q15313	C3480	1
Q15314	C15730	1
Q15315	C15731	1
Q15316	C15732	1
Q15317	C15733	1
Q15318	C15734	1
Q15320	C15736	1
Q15322	C15741	1
Q15323	C15742	1
Q15324	C15743	1
Q15326	C15745	1
Q15327	C15746	1
Q15328	C15747	1
Q15329	C15748	1
Q15330	C15749	1
Q15331	C15750	1
Q15332	C15751	1
Q15333	C15752	1
Q15334	C15753	1
Q15336	C15755	1
Q15337	C15756	1
Q15338	C15757	1
Q15339	C15758	1
Q15340	C15759	1
Q15341	C15760	1
Q15342	C15761	1
Q15343	C15763	1
Q15344	C15765	1
Q15345	C15766	1
Q15346	C15767	1
Q15347	C15768	1
Q15349	C15770	1
Q15350	C15771	1
Q15352	C15774	1
Q15353	C15775	1
Q15354	C15776	1
Q15355	C15777	1
Q15356	C15778	1
Q15359	C15781	1
Q15360	C15782	1
Q15361	C15783	1
Q15362	C15784	1
Q15365	C15788	1
Q15366	C15789	1
Q15367	C15790	1
Q15370	C15794	1
Q15371	C15795	1
Q15372	C15796	1
Q15373	C15797	1
Q15374	C15798	1
Q15375	C14952	1
Q15376	C15800	1
Q15378	C15802	1
Q15379	C15803	1
Q15380	C15804	1
Q15381	C15805	1
Q15382	C15806	1
Q15383	C15807	1
Q15384	C15808	1
Q15385	C15809	1
Q15386	C15811	1
Q15387	C15812	1
Q15388	C15813	1
Q15389	C15814	1
Q15390	C15815	1
Q15391	C15816	1
Q15392	C15817	1
Q15393	C15818	1
Q15394	C15819	1
Q15396	C15821	1
Q15397	C15822	1
Q15398	C15823	1
Q15399	C15824	1
Q15400	C15825	1
Q15401	C15826	1
Q15402	C15827	1
Q15404	C15829	1
Q15405	C15830	1
Q15407	C15832	1
Q15408	C15833	1
Q15409	C15834	1
Q15410	C15835	1
Q15411	C15836	1
Q15412	C15837	1
Q15413	C15838	1
Q15414	C15839	1
Q15415	C15840	1
Q15416	C15841	1
Q15417	C15842	1
Q15418	C15843	1
Q15420	C15845	1
Q15421	C15846	1
Q15423	C15848	1
Q15424	C15849	1
Q15427	C15852	1
Q15428	C15853	1
Q15430	C15855	1
Q15431	C15856	1
Q15432	C15857	1
Q15435	C15860	1
Q15436	C15861	1
Q15437	C15862	1
Q15438	C15863	1
Q15439	C15865	1
Q15440	C15866	1
Q15441	C15867	1
Q15442	C15868	1
Q15443	C15869	1
Q15444	C15870	1
Q15445	C15871	1
Q15446	C15872	1
Q15447	C15874	1
Q15448	C15875	1
Q15449	C15876	1
Q15450	C15877	1
Q15451	C15878	1
Q15452	C15879	1
Q15453	C15880	1
Q15454	C15881	1
Q15455	C15882	1
Q15456	C15884	1
Q15457	C15885	1
Q15458	C15886	1
Q15459	C15887	1
Q15460	C15888	1
Q15461	C15889	1
Q15462	C15890	1
Q15463	C15891	1
Q15464	C15892	1
Q15465	C15893	1
Q15466	C9883	1
Q15467	C15894	1
Q15468	C15895	1
Q15469	C15896	1
Q15470	C15898	1
Q15471	C15899	1
Q15472	C15900	1
Q15473	C15901	1
Q15474	C15902	1
Q15475	C15903	1
Q15476	C15904	1
Q15477	C15905	1
Q15478	C15906	1
Q15480	C15908	1
Q15481	C15909	1
Q15482	C15910	1
Q15483	C15911	1
Q15484	C15912	1
Q15485	C15913	1
Q15486	C15914	1
Q15487	C15915	1
Q15488	C15916	1
Q15489	C15917	1
Q15491	C15919	1
Q15492	C15920	1
Q15493	C15921	1
Q15494	C15922	1
Q15495	C15923	1
Q15496	C15924	1
Q15497	C15925	1
Q15498	C15926	1
Q15499	C15927	1
Q15500	C15928	1
Q15502	C15930	1
Q15503	C15931	1
Q15504	C15932	1
Q15505	C15933	1
Q15506	C15934	1
Q15507	C15935	1
Q15508	C15937	1
Q15509	C15938	1
Q15510	C15939	1
Q15511	C15940	1
Q15512	C15941	1
Q15513	C15942	1
Q15514	C15943	1
Q15515	C15944	1
Q15516	C15945	1
Q15517	C15946	1
Q15518	C15947	1
Q15519	C15948	1
Q15520	C15949	1
Q15521	C15950	1
Q15522	C15951	1
Q15523	C15952	1
Q15525	C15954	1
Q15526	C15955	1
Q15527	C15956	1
Q15529	C15958	1
Q15530	C15959	1
Q15531	C15960	1
Q15532	C15961	1
Q15533	C15962	1
Q15534	C15963	1
Q15535	C15964	1
Q15536	C15965	1
Q15537	C15966	1
Q15538	C15967	1
Q15540	C15969	1
Q15541	C15970	1
Q15542	C15972	1
Q15543	C15973	1
Q15544	C15974	1
Q15545	C15975	1
Q15546	C15976	1
Q15547	C15977	1
Q15549	C15979	1
Q15550	C15980	1
Q15551	C15981	1
Q15552	C15982	1
Q15554	C15984	1
Q15555	C15985	1
Q15556	C15986	1
Q15557	C15987	1
Q15558	C15988	1
Q15559	C15989	1
Q15560	C15990	1
Q15561	C15991	1
Q15562	C15992	1
Q15565	C15995	1
Q15566	C15996	1
Q15567	C15997	1
Q15569	C15999	1
Q15570	C16000	1
Q15571	C16001	1
Q15572	C16002	1
Q15573	C16004	1
Q15574	C16005	1
Q15575	C16006	1
Q15576	C16009	1
Q15577	C16010	1
Q15578	C16011	1
Q15580	C16014	1
Q15581	C16015	1
Q15582	C16016	1
Q15583	C16018	1
Q15584	C16019	1
Q15585	C16020	1
Q15586	C16021	1
Q15587	C16022	1
Q15588	C16023	1
Q15589	C16025	1
Q15590	C16026	1
Q15591	C16027	1
Q15592	C16028	1
Q15593	C16029	1
Q15594	C16030	1
Q15595	C16031	1
Q15596	C16032	1
Q15597	C16033	1
Q15599	C16035	1
Q15600	C16036	1
Q15601	C16037	1
Q15602	C16038	1
Q15603	C16039	1
Q15604	C16040	1
Q15605	C16041	1
Q15606	C16042	1
Q15607	C16043	1
Q15608	C16044	1
Q15609	C16045	1
Q15610	C16046	1
Q15611	C16047	1
Q15612	C16048	1
Q15613	C16049	1
Q15614	C16050	1
Q15615	C16051	1
Q15616	C16052	1
Q15617	C16053	1
Q15618	C16054	1
Q15619	C16055	1
Q15620	C16056	1
Q15621	C16057	1
Q15622	C16058	1
Q15623	C16060	1
Q15624	C16061	1
Q15625	C16062	1
Q15626	C16063	1
Q15627	C16064	1
Q15629	C16066	1
Q15630	C16067	1
Q15631	C16068	1
Q15632	C16069	1
Q15633	C16070	1
Q15635	C16072	1
Q15637	C16074	1
Q15638	C16075	1
Q15639	C16076	1
Q15640	C16077	1
Q15641	C16078	1
Q15642	C16079	1
Q15643	C16080	1
Q15644	C16081	1
Q15645	C16082	1
Q15646	C16083	1
Q15647	C16084	1
Q15648	C16085	1
Q15649	C16087	1
Q15650	C16088	1
Q15651	C16089	1
Q15652	C16090	1
Q15653	C16091	1
Q15654	C16092	1
Q15655	C16093	1
Q15656	C16094	1
Q15657	C16095	1
Q15658	C16096	1
Q15659	C16097	1
Q15660	C16098	1
Q15661	C16099	1
Q15662	C16100	1
Q15663	C16101	1
Q15664	C16102	1
Q15665	C16103	1
Q15666	C16104	1
Q15667	C16105	1
Q15668	C16106	1
Q15669	C16107	1
Q15670	C16109	1
Q15671	C16110	1
Q15673	C16112	1
Q15674	C16113	1
Q15675	C16114	1
Q15676	C16115	1
Q15677	C16116	1
Q15678	C16117	1
Q15679	C16118	1
Q15680	C16119	1
Q15681	C16120	1
Q15682	C16121	1
Q15683	C16122	1
Q15684	C16123	1
Q15685	C16124	1
Q15686	C16125	1
Q15687	C16126	1
Q15688	C16127	1
Q15689	C16129	1
Q15691	C16131	1
Q15692	C16132	1
Q15693	C16133	1
Q15694	C16135	1
Q15695	C16136	1
Q15696	C16137	1
Q15697	C16138	1
Q15698	C16139	1
Q15699	C16140	1
Q15700	C16142	1
Q15701	C16143	1
Q15702	C16144	1
Q15703	C16145	1
Q15705	C16147	1
Q15706	C16148	1
Q15707	C16149	1
Q15708	C16150	1
Q15709	C16151	1
Q15710	C16152	1
Q15711	C16153	1
Q15712	C16154	1
Q15713	C16156	1
Q15714	C16157	1
Q15715	C16158	1
Q15716	C16159	1
Q15717	C16160	1
Q15719	C16162	1
Q15721	C16164	1
Q15722	C16165	1
Q15723	C16166	1
Q15724	C16167	1
Q15725	C16168	1
Q15726	C16170	1
Q15727	C16171	1
Q15728	C16172	1
Q15729	C16173	1
Q15730	C16174	1
Q15731	C16175	1
Q15732	C16176	1
Q15733	C16177	1
Q15734	C16178	1
Q15735	C16179	1
Q15737	C16181	1
Q15738	C16182	1
Q15739	C16183	1
Q15740	C16184	1
Q15741	C16185	1
Q15742	C16186	1
Q15743	C16187	1
Q15744	C16188	1
Q15745	C16189	1
Q15746	C16190	1
